short_new,long,shorts
Del Soldato 1996,"M. Del Soldato, “Le miniere dei Cani,” in F. Piola Caselli and P. Piana Agostinetti (eds.), La miniera, l’uomo e l’ambiente. Fonti e metodologie a confronto per la storia delle attività minerarie e metallurgiche in Italia. Convegno di Studi – Cassino, 2-4 giugno 1994, pp. 231-37, Florence, 1996.",Del Soldato 1996
Sharma 1973,"G.R. Sharma, “Mesolithic lake cultures of the Ganga valley,” Proceedings of the Prehistoric Society 39 (1973) 129-46.",Sharma 1973
Franzoni 1982,"L. Franzoni, La Valpolicella nell’età romana, Verona, 1982.",Franzoni 1982
Beschaouch 1983,"A. Beschaouch, “Sur trois cités de l’Afrique chrétienne: Gunela, Aradi et Midicca,” CRAI (1983) 683-93.",Beschaouch 1983
Quilici 1968a,"L. Quilici, “Sull’acquedotto Vergine dal Monte Pincio alle sorgenti,” QuadTopA 5 (1968) 125-60.",Quilici 1968
Kaygusuz 1983,"I. Kaygusuz, “Zwei neue Inschriften aus Ilgaz (Olgassys) und Kimiatene,” EpAnat 1 (1983) 59-60.",Kaygusuz 1983
Pellegrino 1988,"A. Pellegrino, “L’area di Castel di Sangro dall’età arcaica alla romanizzazione,” in Il territorio del parco nazionale d’Abruzzo nell’antichità. Atti 1 Convegno di archeologia Villetta Barea, 1987, pp. 179-95, Civitella Alfedena, 1988.",Pellegrino 1988
AAT II,"R. Cagnat and A. Merlin, Atlas archéologique de la Tunisie (1:100, 000), Paris, 1914-32.",AAT II
Beschaouch 1984,"A. Beschaouch, “Sur la découverte d’un municipe de Numidie proconsulaire (Tunisie) : Ziccilia,” BCTH n.s. 20-21B (1984-85) 151.",Beschaouch 1984
Nixon 1990,"L. Nixon et al., “Archaeological survey in Sphakia, Crete,” EMC 34 (1990) 213-20.",Nixon 1990
Carter 1985,"J.C. Carter and C. D’Annibale, “Metaponto and Croton,” in S. Macready and F.H. Thompson (eds.), Archaeological field survey in Britain and abroad, Society of Antiquaries Occasional Paper (New Series) 6, pp. 146-57, London, 1985.",Carter 1985
Sayar 1995,"M.H. Sayar, “Cornelius Dexter, Statthalter der Provinz Kilikien,” EpAnat 24 (1995) 127-28.",Sayar 1995
Pellegrino 1980,"A. Pellegrino, “M. Pallano (Chieti) : note sul centro preromano e romano,” Miscellanea Greca e Romana 7 (1980) 349-64.",Pellegrino 1980
Garlan 1979,"Y. Garlan, “Koukos. Données nouvelles pour une nouvelle interprétation des timbres amphoriques thasiens,” in Thasiaca, BCH Suppl. 5, pp. 213-68, Paris, 1979.",Garlan 1979
Traill 1986,"J.S. Traill, Demos and trittys: epigraphical and topographical studies in the organization of Attica, Toronto, 1986.",Traill 1986
Luni 1996,"M. Luni, “I ponti scomparsi della Via Flaminia nella vallata del Metauro,” Atlante tematico di topografia antica 5 (1996) 151-64.",Luni 1996
Lomouri 1957,"N.Y. Lomouri, “Iz istoricheskoy geografii drevnei Kolkhidy,” VDI 4 (1957) 96-110.",Lomouri 1957
Hachmann 1972,"R. Hachmann and F. Stein (eds.), Rondsen - Rza.dz. Gräberfeld und Fürstengräber, Bonn, 1972.",Hachmann 1972
Graf 1992b,"D.F. Graf, “The God of Humayma,” in Z.J. Kapera (ed.), Intertestamental essay in honor of J.T. Milik, pp. 67-74, Krakow, 1992.",Graf 1992
Salles 1996,"J.-F. Salles, “Al-'Ula-Dédan: recherches récentes,” Topoi 6 (1996) 565-607.",Salles 1996
Luni 1993,"M. Luni, La media vallata del Metauro nell’antichità, Urbino, 1993.",Luni 1993
Cleveland 1960,"R.L. Cleveland, “Soundings at Khirbet Ader,” AASOR 34-35 (1960) 79-97.",Cleveland 1960
Riccardi 1990,"A. Riccardi, “26. Ruvo di Puglia (Bari), Corso A. Jatta,” Taras 10.2 (1990) 336-38.",Riccardi 1990
Robinson 1856,"E. Robinson, Biblical researches in Palestine, 3 vols., London, 1856-67.",Robinson 1856
Tomasello 1979,"F. Tomasello, “Un edificio termale a Misterbianco (CT),” CronASA 18 (1979) 187-204.",Tomasello 1979
Birley 1987,"A.R. Birley, “Some notes on the Donatist schism,” LibSt 18 (1987) 29-41.",Birley 1987
Mer.,Meroitic.,Mer.
Daicoviciu 1977,"C. Daicoviciu, “Dakien und Rom in der Prinzipatszeit,” ANRW II.6 (1977) 889-918.",Daicoviciu 1977
Dimitrov 1934,"D. Dimitrov, “Putevaneto na S. Aleksandra Rimski prez Trakiya,” BAIBu 8 (1934) 116-61.",Dimitrov 1934
García Martínez 1996,"S.M. García Martínez and P. Le Roux, “Un nuevo testimonio sobre Celticum Flavium en Asturica Augusta (Astorga, León),” Conimbriga 35 (1996) 59-67.",García Martínez 1996
Marcillet-Jaubert 1977,"J. Marcillet-Jaubert, “Inscriptions et reliefs d’Aïn Témouchent,” BAA 7 (1977-79) 87-109.",Marcillet-Jaubert 1977
Tanabe 1990,"K. Tanabe, “The Lions at Sar Mashad and the Lion-Hunt of Bahram II–an additional note to Leo Trümpelmann’s monograph,” Al-Rafidan 11 (1990) 29-43.",Tanabe 1990
Scalva 1995,"G. Scalva, “L’approvigionamento idrico,” in S. Finocchi (ed.), Libarna, pp. 235-247, Castelnuovo Scrivia, 1995.",Scalva 1995
Mitchell 1974b,"S. Mitchell, “Blucium and Peium, the Galatian forts of King Deiotarus,” AnatSt 24 (1974) 61-75.",Mitchell 1974
De Franceschini 1991,"M. De Franceschini, Villa Adriana, Rome, 1991.",De Franceschini 1991
Harrison 1980,"M. Harrison, “Upland settlements in early medieval Lycia,” in Actes du Colloque sur la Lycie antique, BIFEAI 27 (1980) 109-18.",Harrison 1980
Ceka 1972,"N. Ceka and L. Papajani, “Le route de la vallée du Shkumbin dans l’antiquité,” Studia Albanica 9/1 (1972) 85-106.",Ceka 1972
Bowman 1994,"A.K. Bowman and J.D. Thomas, The Vindolanda writing-tablets (Tabulae Vindolandenses II), London, 1994.",Bowman 1994
D’Urso 1995,"M.T. D’Urso, “Oppidum Pirae tra Formiae e Minturnae,” Formianum 3 (1995) 35-48.",D’Urso 1995
Russi 1975,"A. Russi, “Note sul personale servile nelle tenute imperiali dell’Italia meridionale,” Quarta miscellanea greca e romana (1975) 281-99.",Russi 1975
Müller-Wiener 1961,"W. Müller-Wiener, “Mittelälterliche Befestigungen im südlichen Jonien,” IstMitt 11 (1961) 5-122.",Müller-Wiener 1961
Knaut 1988,"M. Knaut, “Frühe Alamannen in Baden-Württemberg. Ein Forschungsüberblick für die Zeit vom Limesfall bis 500 n. Chr.,” in D. Planck (ed.), Archäologie in Württemberg, pp. 311-31, Stuttgart, 1988.",Knaut 1988
Karageorghis 1977a,"V. Karageorghis, Two Cypriote sanctuaries of the end of the Cypro-Archaic period, Rome, 1977.",Karageorghis 1977a
Quilici 1993a,"L. Quilici, “Il porto di Civitavecchia. L’antica Centumcellae,” in Eius Virtutis Studiosi: classical and postclassical studies in memory of F.E. Brown, pp. 63-83, Washington DC, 1993.",Quilici 1993
Lassère 1977,"J.-M. Lassère, Ubique Populus. Peuplement et mouvements de population dans l’Afrique romaine de la chute de Carthage à la fin de la dynastie des Sévères (146 a.C. - 235 p.C.), Paris, 1977.",Lassère 1977
Quilici 1993b,"L. Quilici and S. Quilici Gigli, Ficulea, Latium Vetus 6, Rome, 1993.",Quilici 1993
Suessula 1989,"Suessula. Contributi alla conoscenza di una antica città della Campania, Acerra, 1989.",Suessula 1989
Clapham 1989,"J.-P. Clapham and J.-M. Desbordes, “Les itinéraires antiques de Limoges à Saintes. Etat des recherches,” TAL 9 (1989) 35-44.",Clapham 1989
Biscop 1987,"J.-L. Biscop and J.-P. Sodini, “Eglises syriennes apparentées à Qal'at Sem'an: les exemples de Turin et de Fasuq dans le Gebel Wastani,” Syria 64 (1987) 107-29.",Biscop 1987
Applebaum 1981,"S. Applebaum et al., “Varia epigraphica,” Scripta Classica Israelica 6 (1981-82) 105-107.",Applebaum 1981
Brown 1969,"J.P. Brown, The Lebanon and Phoenicia. Ancient texts illustrating their physical geography and native industries, vol. 1, Beirut, 1969.",Brown 1969
Hester 1970,"J.J. Hester, P.M. Hobler, and J. Russell, “New evidence of early roads in Nubia,” AJA 74 (1970) 385-89.",Hester 1970
Vokotopoulou 1990,"I. Vokotopoulou, M. Besios and E. Trakosopoulou, “Παρθενώνας Χαλκιδικής· ιερό σε κορυφή του Ιτάμου / Parthenon of Chalcidice: a sanctuary on the top of Mt. Itamos,” AEMT 4 (1990) 425-38.",Vokotopoulou 1990
Huxley 1970,"G. Huxley, “Stephanos of Byzantion s.v. Κόριον,” GRBS 11 (1970) 53-55.",Huxley 1970
Richard 1987,"S. Richard and S.T. Parker, “The Roman castellum of Khirbet el-Fityan,” in S.T. Parker (ed.), The Roman frontier in central Jordan: interim report on the Limes Arabicus project, 1980-1985, BAR International series 340, vol. 2, pp. 429-46, Oxford, 1987.",Richard 1987
Meyer 1995,"C. Meyer, “A Byzantine gold-mining town in the Eastern Desert of Egypt: Bir Umm Fawakhir, 1992-93,” JRA 8 (1995) 192-224.",Meyer 1995
Şahin 1994,"S. Şahin, “Ein Vorbericht über den Stadiasmus Provinciae Lyciae in Patara,” Lykia 1 (1994) 130-37.",Şahin 1994
Popović 1971,"V. Popović (ed.), Sirmium: archaeological investigations in Sirmian Pannonia, vol. 1, Belgrade, 1971.",Popović 1971
FormIt Bovillae,"G.M. De Rossi, Forma Italiae: Bovillae (regio I, vol. 15), Florence, 1979.",FormIt Bovillae
Weigall 1913,"A.E.P. Weigall, Travels in the upper Egyptian deserts, Edinburgh and London, 1913.",Weigall 1913
Corradi 1968,"G. Corradi, Le strade romane dell’Italia occidentale, Turin, 1968.",Corradi 1968
Boardman 1966,"J. Boardman, “Evidence for the dating of Greek settlements in Cyrenaica,” BSA 61 (1966) 149-56.",Boardman 1966
Welter 1924,"G. Welter, “Altionische Tempel,” AthMitt 49 (1924) 17-25.",Welter 1924
ORL,"G. Fabricius, F. Hettner and O. von Sanvey, Der obergermanisch-raetische Limes des Römerreiches, Berlin and Leipzig, 1894-1937.",ORL
Bailly-Maître 1984,"M.-C. Bailly-Maître, N. Houlès and C. Landes, “Le site minier antique de Pioch-Farrus (commune de Cabrières, Hérault) : recherches préliminaires (1),” RAN 17 (1984) 327-37.",Bailly-Maître 1984
De Min 1986,"M. De Min and E. Gerhardinger, “Frattesina di Fratta Polesine. L’abitato protostorico,” in L’antico Polesine. Testimonianze archeologiche e paleoambientali, pp. 117-41, Adria-Rovigo, 1986.",De Min 1986
Kroll 2000,"S. Kroll, Festungen und Siedlungen in Iranisch-Azarbaidjan. Untersuchungen zur Siedlungs- und Territorialgeschichte des Urmia-See-Gebietes in vorislamischer Zeit, Berlin, 2000.",Kroll 2000
Kammerer 1926,"A. Kammerer, Essai sur l’histoire antique d’Abyssinie, Paris, 1926.",Kammerer 1926
Walter 1990,"H. Walter, Das griechische Heiligtum. Dargestellt am Heraion von Samos, Stuttgart, 1990.",Walter 1990
Whitby 1985,"M. Whitby, “Justinian’s bridge over the Sangarius and the date of Procopius’ de Aedificiis,” JHS 105 (1985) 129-48.",Whitby 1985
Knoepfler 1983,"D. Knoepfler, “Un témoignage épigraphique méconnu sur Argous (s) a, ville de Thessalie,” RevPhil 57 (1983) 47-57.",Knoepfler 1983
Solin 1993,"H. Solin (ed.), Le iscrizioni antiche di Trebula, Caiatia e Cubulteria, Caserta, 1993.",Solin 1993
Bernand 1972,"A. Bernand, Le Paneion d’el-Kanais: les inscriptions grecques, Leiden, 1972.",Bernand 1972
Koller 1996,"H. Koller and C. Doswald, Aquae Helveticae-Baden, Veröffentlichungen der Gesellschaft pro Vindonissa 13, Baden, 1996.",Koller 1996
Döring 1998,"M. Döring, “Die römische Wasserleitung von Pondel (Aostatal),” AW 2 (1998) 127-34.",Döring 1998
Kitchell 1979,"K.F. Kitchell, “Aipeia: a false city of Crete,” CJ 75 (1979-80) 129-34.",Kitchell 1979
Ćus-Rukonić 1982,"J. Ćus-Rukonić, “Arheološka topografija otoka Cresa i Lošinja / Archaeological topography of the islands of Cres and Lošinj,” in Arheološka istraživanja na otocima Cresu i Lošinju / Recherches archéologiques dans les îles de Cres et de Lošinj, Izdanja Hrvatskog arheološkog društva 7, pp. 9-17, Zagreb, 1982.",Ćus-Rukonić 1982
Döring 1997,"M. Döring, Die römische Wasserleitung von Pondel im Val d’Aosta/Italien, Mitteilungen des Instituts für Wasserbau der Technischen Universität Darmstadt 101, Darmstadt, 1997.",Döring 1997
Hatt 1977,"J.-J. Hatt, “Les fouilles du Pègue (Drôme) de 1957 à 1975. Deuxième partie,” Gallia 35 (1977) 39-58.",Hatt 1977
Bonifay 1998,"M. Bonifay, M.-B. Carre and Y. Rigoir, Fouilles à Marseille. Les mobiliers (1-VII siècles ap. J.-C.), Etudes massaliètes 5, Paris and Lattes, 1998.",Bonifay 1998
Vickers 1972,"M. Vickers and J.M. Reynolds, “Cyrenaica 1962-72,” ArchRep (1971-1972) 27-47.",Vickers 1972
Brusić 1989,"Z. Brusić, “Kasnoantička utvrđenja na otocima Rabu i Krku / Late antique fortifications on the islands of Rab and Krk,” in Arheološka istraživanja na otocima Krku, Rabu i Pagu i u Hrvatskom Primorju / Archaeological researches of the Islands of Krk, Rab and Pag and of Croatian littoral, Izdanja Hrvatskog arheološkog društva 13, pp. 111-19, Zagreb, 1989.",Brusić 1989
Bivar 1966,"A.D.H. Bivar and G. Fehervari, “The walls of Tammisha,” Iran 4 (1966) 35-50.",Bivar 1966
Anfray 1974,"F. Anfray, “Deux villes axoumites: Adoulis et Matara,” in IV Congresso internazionale di Studi Etiopici, Accademia nazionale dei Lincei, pp. 745-65, Rome, 1974.",Anfray 1974
Santoro Bianchi 1995,"S. Santoro Bianchi (ed.), Castelraimondo. Scavi 1988-1990, vol. II: informatica, archeometria e studio dei materiali, Cataloghi e Monografie Archeologiche dei Civici Musei di Udine 5, Rome, 1995.",Santoro Bianchi 1995
Bakirtzes 1988,"C. Bakirtzes et al., Thrace, Greek National Tourist Organization Cultural Guides 1, Athens, 1988.",Bakirtzes 1988
Dakaris n.d.,"S.I. Dakaris, The antiquity of Epirus. The Acheron Necromanteion. Ephyra-Pandosia-Cassope, Athens, n.d.",Dakaris n.d.
Rageth 1986,"J. Rageth, “Römische Verkehrswege und ländliche Siedlungen in Graubünden,” Jahrbuch 1986 der Historisch-Antiquarischen Gesellschaft von Graubünden (1986) 45-108.",Rageth 1986
Rageth 1988,"J. Rageth, “Archäologische Entdeckungen in Schiers (Prättigau GR),” Zeitschrift für Schweizerische Archäologie und Kunstgeschichte 45 (1988) 65-108.",Rageth 1988
Valette 1999,"P. Valette, Forum Segusiavorum. Le cadre urbain d’une ville antique (Ier s. - IIIe s.), Lyon, 1999.",Valette 1999
Fischer 1996,"M. Fischer, B. Isaac and I. Roll, Roman roads in Judaea, 2: the Jaffa-Jerusalem roads, BAR International series 628, Oxford, 1996.",Fischer 1996
Marcolongo 1987,"B. Marcolongo (ed.), Paleoidrografia tardoquaternaria della pianura veneta sud occidentale e il suo significato in una ricostruzione paleoclimatica, Consiglio Nazionale della Ricerche, Progetto strategico “Clima ed ambiente dell’area mediterranea,” sottoprogetto “Telerilevamento,” Padua, 1987.",Marcolongo 1987
Pogrebova 1957,"N.N. Pogrebova, “Pozdneskifskiye gorodishcha na Nizhnem Dnepre (Gorodishcha Znamenskoye i Gavrilovskoye),” MIA 64 (1957) 103-247.",Pogrebova 1957
Sarnowski 1991,"T. Sarnowski, “Barbaricum und ein bellum Bosphoranum in einer Inschrift aus Preslav,” ZPE 87 (1991) 137-44.",Sarnowski 1991
Koshelenko 1984,"G.A. Koshelenko, I.T. Kruglikova and V.S. Dolgorukov (eds.), Antichnye Gosudarstva Severnovo Prichernomor'ya, Moscow, 1984.",Koshelenko 1984
Meyer 1997,"C. Meyer, “Bir Umm Fawakhir: insights into ancient Egyptian mining,” Journal of Minerals, Metals, and Materials 49 (1997) 64-67.",Meyer 1997
Gregl 1987,"Z. Gregl, “O nekim povijesnim pitanjima nastanka i razvoja rimskodobnog naselja na lokalitetu Zagreb-Stenjevec / Einige geschichtliche Entstehungs- und Entwicklungsaspekte der römischen Siedlung auf der Lokalität Zagreb-Stenjevec,” Historijski zbornik 40 (1987) 61-73.",Gregl 1987
Potts 1989a,"D. Potts, “Seleucid Carmania,” in L. de Meyer and E. Haerinck (eds.), Archaeologia Iranica et Orientalis: Miscellanea in honorem Louis Vanden Berghe, Gent, 1989, 581-89.",Potts 1989
Denizot 1958,"G. Denizot, “La voie domitienne entre Narbonne et le Rhône,” Actes du 81 Congrès National des Sociétés Savantes, Rouen-Caen 1956, pp. 91-102, Paris, 1958.",Denizot 1958
Trousset 1978a,"P. Trousset, “Reconnaissances archéologiques sur la frontière saharienne de l’Empire romain dans le sud-ouest de la Tunisie,” in Actes du 101 congrès national des Societes Savantes, Lille, 1976: Archéologie, pp. 21-33, Paris, 1978.",Trousset 1978
Wiseman 1964,"T.P. Wiseman, “Viae Anniae,” PBSR 32 (1964) 21-37.",Wiseman 1964
Dalongeville 1993,"R. Dalongeville and J. Renault-Miskovsky, “Paysages passés et actuels de l’île de Naxos,” in R. Dalongeville and G. Rougemont (eds.), Recherches dans les Cyclades, Collection de la Maison de l’Orient méditerranéen 23, Série archéologique 13, pp. 9-57, Lyon, 1993.",Dalongeville 1993
Fontaine 1990,"P. Fontaine, Cités et enceintes de l’Ombrie antique, Brussels and Rome, 1990.",Fontaine 1990
Lanciani 1903,"R. Lanciani, “Le antichità del territorio Laurentino nella Reale tenuta di Castelporziano,” MonAnt 13 (1903) 133-98.",Lanciani 1903
Vallentin 1880,"F. Vallentin, “La voie d’Agrippa, de Lugdunum au rivage massaliote,” Revue du Dauphiné et du Vivarais 4 (1880) 373-93.",Vallentin 1880
Mandel'shtam 1968,"A.M. Mandel'shtam, Pamyatniki epokhi bronzy v iuzhnom Tadzhikistane, Leningrad, 1968.",Mandel'shtam 1968
TIR Naissus,"Tabula Imperii Romani K 34, Naissus, Dyrrhachion–Scupi–Serdica–Thessalonike, Ljubljana, 1976.",TIR Naissus
Jaussen 1909,"A. Jaussen and R. Savignac, Mission archéologique en Arabie, 2 vols., Paris, 1909, 1914.",Jaussen 1909
Sabourin 1991,"J. Sabourin, “La voie romaine de Pontarion à Ahun,” Memoires de la Societé des sciences naturelles et archéologiques de la Creuse 44 (1991) 253-61.",Sabourin 1991
Klee 1989,"M. Klee, Der Limes zwischen Rhein und Main. Vom Beginn des obergermanischen Limes bei Rheinbrohl bis zum Main bei Großkrotzenburg, Stuttgart, 1989.",Klee 1989
İzmirligil 1975,"Ü. İzmirligil, “Uşak-Selçikler Tümülüs’leri / Tumuli at Selçikler near Uşak,” TAD 22.1 (1975) 41-69.",İzmirligil 1975
Bean 1967,"G.E. Bean and R.M. Harrison, “Choma in Lycia,” JRS 57 (1967) 40-44.",Bean 1967
Jovanović 1982a,"A. Jovanović, “Hajdučka Vodenica, fortification antique tardive et paléobyzantine,” Starinar n.s. 33-34 (1982-83) 319-31.",Jovanović 1982a
Camps 1984,"G. Camps, “Rex gentium Maurorum et Romanorum. Recherches sur les royaumes de Maurétanie des VI et VII siècles,” AntAf 20 (1984) 183-218.",Camps 1984
Fentress 1979,"E.W.B. Fentress, Numidia and the Roman army. Social, military and economic aspects of the frontier zone, BAR International series 53, Oxford, 1979.",Fentress 1979
CAG 63/1,"M. Provost and C. Mennessier-Jouannet, Carte archéologique de la Gaule 63/1. Clermont-Ferrand, Paris, 1994.",CAG 63/1
Ibrahim 1986,"J.K. Ibrahim, Pre-islamic settlement in Jazirah, State Organization of Antiquities and Heritage, Baghdad, 1986.",Ibrahim 1986
Veggiani 1974,"A. Veggiani, “Le variazioni idrografiche del basso corso del fiume Po negli ultimi 3000 anni,” Padusa 10 (1974) 39-60.",Veggiani 1974
CAG 63/2,"M. Provost and C. Mennessier-Jouannet, Carte archéologique de la Gaule 63/2. Le Puy-de-Dôme, Paris, 1994.",CAG 63/2
Guennou 1981,"G. Guennou, La cité des Coriosolites, Saint-Malo, 1981.",Guennou 1981
